!! Predictions spanning range 2319 - 143231 [R1]
# EVM prediction: Mode:STANDARD S-ratio: 10000.00 2319-3353 orient(+) score(4140.00) noncoding_equivalent(0.41) raw_noncoding(0.00) offset(0.00) 
2319	3353	single+	1	3	{Augustus_model.g2271.t1;Augustus},{GlimmerHMM_glimmerT_2753-T1;GlimmerHMM}
73673	73923	internal+	2	3	{GeneMark_model.2960_t;GeneMark},{GlimmerHMM_glimmerT_2775-T1;GlimmerHMM},{Augustus_model.g2294.t1;Augustus},{ev_type:exonerate/ID=match.2566964.2531/Target=lcl|LCTV02000005_1_prot_PRQ75099_1_5753;exonerate},{ev_type:exonerate/ID=match.2566964.2528/Target=lcl|PJQD01000035_1_prot_POY73695_1_3266;exonerate},{ev_type:exonerate/ID=match.2566964.2532/Target=lcl|BJWK01000005_1_prot_GEM08397_1_2414;exonerate},{ev_type:exonerate/ID=match.2566964.2537/Target=lcl|NW_017264929_1_prot_XP_018273549_1_1060;exonerate},{ev_type:exonerate/ID=match.2566964.2529/Target=lcl|KQ954464_1_prot_KWU47545_1_271;exonerate}
73924	73984	INTRON			{GeneMark_model.2960_t;GeneMark},{GlimmerHMM_glimmerT_2775-T1;GlimmerHMM},{Augustus_model.g2294.t1;Augustus},{ev_type:exonerate/ID=match.2566964.2531/Target=lcl|LCTV02000005_1_prot_PRQ75099_1_5753;exonerate},{ev_type:exonerate/ID=match.2566964.2528/Target=lcl|PJQD01000035_1_prot_POY73695_1_3266;exonerate},{ev_type:exonerate/ID=match.2566964.2532/Target=lcl|BJWK01000005_1_prot_GEM08397_1_2414;exonerate},{ev_type:exonerate/ID=match.2566964.2537/Target=lcl|NW_017264929_1_prot_XP_018273549_1_1060;exonerate},{ev_type:exonerate/ID=match.2566964.2529/Target=lcl|KQ954464_1_prot_KWU47545_1_271;exonerate}
73985	74629	terminal+	1	3	{GeneMark_model.2960_t;GeneMark},{GlimmerHMM_glimmerT_2775-T1;GlimmerHMM},{snap_scaffold_6-snap.334-T1;snap},{Augustus_model.g2294.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 22.39 74884-77840 orient(-) score(11831.00) noncoding_equivalent(528.50) raw_noncoding(611.00) offset(82.50) 
77460	74884	terminal-	4	6	{GlimmerHMM_glimmerT_2776-T1;GlimmerHMM},{Augustus_model.g2295.t1;Augustus},{GeneMark_model.2961_t;GeneMark}
77532	77461	INTRON			{GlimmerHMM_glimmerT_2776-T1;GlimmerHMM},{Augustus_model.g2295.t1;Augustus},{GeneMark_model.2961_t;GeneMark},{ev_type:exonerate/ID=match.2566964.2716/Target=lcl|KQ954464_1_prot_KWU47546_1_272;exonerate}
77660	77533	internal-	5	6	{GlimmerHMM_glimmerT_2776-T1;GlimmerHMM},{Augustus_model.g2295.t1;Augustus},{GeneMark_model.2961_t;GeneMark}
77731	77661	INTRON			{GlimmerHMM_glimmerT_2776-T1;GlimmerHMM},{Augustus_model.g2295.t1;Augustus},{GeneMark_model.2961_t;GeneMark}
77840	77732	initial-	4	4	{GlimmerHMM_glimmerT_2776-T1;GlimmerHMM},{Augustus_model.g2295.t1;Augustus},{GeneMark_model.2961_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 11.02 79623-81427 orient(+) score(6773.00) noncoding_equivalent(614.44) raw_noncoding(704.83) offset(90.39) 
79623	79805	initial+	1	3	{Augustus_model.g2296.t1;Augustus},{GlimmerHMM_glimmerT_2777-T1;GlimmerHMM},{GeneMark_model.2962_t;GeneMark}
79806	79891	INTRON			{Augustus_model.g2296.t1;Augustus},{GlimmerHMM_glimmerT_2777-T1;GlimmerHMM},{GeneMark_model.2962_t;GeneMark}
79892	81427	terminal+	1	3	{GeneMark_model.2962_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 4.87 81793-83054 orient(+) score(4205.00) noncoding_equivalent(862.59) raw_noncoding(1222.17) offset(359.58) 
81793	82051	initial+	1	1	{GeneMark_model.2963_t;GeneMark}
82052	82124	INTRON			{GeneMark_model.2963_t;GeneMark},{Augustus_model.g2296.t1;Augustus},{GlimmerHMM_glimmerT_2777-T1;GlimmerHMM}
82125	82865	internal+	2	1	{GeneMark_model.2963_t;GeneMark},{GlimmerHMM_glimmerT_2777-T1;GlimmerHMM}
82866	82937	INTRON			{GeneMark_model.2963_t;GeneMark},{Augustus_model.g2296.t1;Augustus}
82938	82983	internal+	2	2	{Augustus_model.g2296.t1;Augustus}
82984	83044	INTRON			{Augustus_model.g2296.t1;Augustus}
83045	83054	terminal+	3	3	{Augustus_model.g2296.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 1.45 83628-85410 orient(-) score(4445.00) noncoding_equivalent(3061.56) raw_noncoding(3646.15) offset(584.60) 
83713	83628	terminal-	5	6	{Augustus_model.g2297.t1;Augustus},{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM},{GeneMark_model.2964_t;GeneMark}
83781	83714	INTRON			{Augustus_model.g2297.t1;Augustus},{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM},{GeneMark_model.2964_t;GeneMark}
83954	83782	internal-	6	4	{Augustus_model.g2297.t1;Augustus},{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM},{GeneMark_model.2964_t;GeneMark}
84023	83955	INTRON			{Augustus_model.g2297.t1;Augustus},{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM},{GeneMark_model.2964_t;GeneMark}
84046	84024	internal-	4	5	{Augustus_model.g2297.t1;Augustus},{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM},{GeneMark_model.2964_t;GeneMark}
84116	84047	INTRON			{Augustus_model.g2297.t1;Augustus},{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM},{GeneMark_model.2964_t;GeneMark}
84474	84117	internal-	6	6	{Augustus_model.g2297.t1;Augustus},{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM},{GeneMark_model.2964_t;GeneMark}
84538	84475	INTRON			{Augustus_model.g2297.t1;Augustus},{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM},{GeneMark_model.2964_t;GeneMark}
84747	84539	internal-	4	5	{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM},{GeneMark_model.2964_t;GeneMark}
84812	84748	INTRON			{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM},{GeneMark_model.2964_t;GeneMark}
85124	84813	internal-	4	6	{GeneMark_model.2964_t;GeneMark}
85200	85125	INTRON			{GeneMark_model.2964_t;GeneMark}
85410	85201	initial-	4	6	{GeneMark_model.2964_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 6.44 85804-87737 orient(-) score(10304.00) noncoding_equivalent(1599.78) raw_noncoding(2094.22) offset(494.44) 
85827	85804	terminal-	4	6	{GeneMark_model.2965_t;GeneMark}
85894	85828	INTRON			{GeneMark_model.2965_t;GeneMark},{Augustus_model.g2297.t1;Augustus},{ev_type:exonerate/ID=match.2566964.2613/Target=lcl|KQ954464_1_prot_KWU47550_1_276;exonerate},{ev_type:exonerate/ID=match.2566964.2616/Target=lcl|LCTV02000005_1_prot_PRQ75104_1_5758;exonerate}
87082	85895	internal-	4	6	{GeneMark_model.2965_t;GeneMark},{Augustus_model.g2297.t1;Augustus},{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.2616/Target=lcl|LCTV02000005_1_prot_PRQ75104_1_5758;exonerate}
87155	87083	INTRON			{GeneMark_model.2965_t;GeneMark},{Augustus_model.g2297.t1;Augustus},{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.2613/Target=lcl|KQ954464_1_prot_KWU47550_1_276;exonerate},{ev_type:exonerate/ID=match.2566964.2616/Target=lcl|LCTV02000005_1_prot_PRQ75104_1_5758;exonerate}
87218	87156	internal-	4	6	{GeneMark_model.2965_t;GeneMark},{Augustus_model.g2297.t1;Augustus},{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.2613/Target=lcl|KQ954464_1_prot_KWU47550_1_276;exonerate},{ev_type:exonerate/ID=match.2566964.2616/Target=lcl|LCTV02000005_1_prot_PRQ75104_1_5758;exonerate}
87290	87219	INTRON			{GeneMark_model.2965_t;GeneMark},{Augustus_model.g2297.t1;Augustus},{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.2613/Target=lcl|KQ954464_1_prot_KWU47550_1_276;exonerate},{ev_type:exonerate/ID=match.2566964.2616/Target=lcl|LCTV02000005_1_prot_PRQ75104_1_5758;exonerate}
87378	87291	internal-	6	6	{GeneMark_model.2965_t;GeneMark},{Augustus_model.g2297.t1;Augustus},{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.2613/Target=lcl|KQ954464_1_prot_KWU47550_1_276;exonerate}
87459	87379	INTRON			{GeneMark_model.2965_t;GeneMark},{Augustus_model.g2297.t1;Augustus},{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.2613/Target=lcl|KQ954464_1_prot_KWU47550_1_276;exonerate}
87514	87460	internal-	5	5	{GeneMark_model.2965_t;GeneMark},{Augustus_model.g2297.t1;Augustus},{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.2613/Target=lcl|KQ954464_1_prot_KWU47550_1_276;exonerate}
87679	87515	INTRON			{GeneMark_model.2965_t;GeneMark},{Augustus_model.g2297.t1;Augustus},{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.2613/Target=lcl|KQ954464_1_prot_KWU47550_1_276;exonerate}
87737	87680	initial-	4	4	{GeneMark_model.2965_t;GeneMark},{Augustus_model.g2297.t1;Augustus},{GlimmerHMM_glimmerT_2778-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 6.38 90159-92229 orient(+) score(10481.00) noncoding_equivalent(1643.00) raw_noncoding(1900.00) offset(257.00) 
90159	91316	initial+	1	3	{GlimmerHMM_glimmerT_2779-T1;GlimmerHMM},{Augustus_model.g2298.t1;Augustus},{GeneMark_model.2966_t;GeneMark}
91317	91377	INTRON			{GlimmerHMM_glimmerT_2779-T1;GlimmerHMM},{Augustus_model.g2298.t1;Augustus},{GeneMark_model.2966_t;GeneMark},{ev_type:exonerate/ID=match.2566964.2567/Target=lcl|KQ954464_1_prot_KWU47551_1_277;exonerate},{ev_type:exonerate/ID=match.2566964.2599/Target=lcl|NW_017264929_1_prot_XP_018273587_1_1098;exonerate}
91378	91632	internal+	1	3	{GlimmerHMM_glimmerT_2779-T1;GlimmerHMM},{Augustus_model.g2298.t1;Augustus},{GeneMark_model.2966_t;GeneMark},{ev_type:exonerate/ID=match.2566964.2567/Target=lcl|KQ954464_1_prot_KWU47551_1_277;exonerate},{ev_type:exonerate/ID=match.2566964.2599/Target=lcl|NW_017264929_1_prot_XP_018273587_1_1098;exonerate}
91633	91698	INTRON			{GlimmerHMM_glimmerT_2779-T1;GlimmerHMM},{Augustus_model.g2298.t1;Augustus},{GeneMark_model.2966_t;GeneMark},{ev_type:exonerate/ID=match.2566964.2567/Target=lcl|KQ954464_1_prot_KWU47551_1_277;exonerate},{ev_type:exonerate/ID=match.2566964.2599/Target=lcl|NW_017264929_1_prot_XP_018273587_1_1098;exonerate}
91699	91846	internal+	1	1	{GlimmerHMM_glimmerT_2779-T1;GlimmerHMM},{Augustus_model.g2298.t1;Augustus},{GeneMark_model.2966_t;GeneMark},{ev_type:exonerate/ID=match.2566964.2567/Target=lcl|KQ954464_1_prot_KWU47551_1_277;exonerate},{ev_type:exonerate/ID=match.2566964.2599/Target=lcl|NW_017264929_1_prot_XP_018273587_1_1098;exonerate}
91847	91917	INTRON			{GlimmerHMM_glimmerT_2779-T1;GlimmerHMM},{Augustus_model.g2298.t1;Augustus},{GeneMark_model.2966_t;GeneMark},{ev_type:exonerate/ID=match.2566964.2567/Target=lcl|KQ954464_1_prot_KWU47551_1_277;exonerate},{ev_type:exonerate/ID=match.2566964.2599/Target=lcl|NW_017264929_1_prot_XP_018273587_1_1098;exonerate}
91918	91998	internal+	2	1	{GlimmerHMM_glimmerT_2779-T1;GlimmerHMM},{Augustus_model.g2298.t1;Augustus},{GeneMark_model.2966_t;GeneMark},{ev_type:exonerate/ID=match.2566964.2567/Target=lcl|KQ954464_1_prot_KWU47551_1_277;exonerate},{ev_type:exonerate/ID=match.2566964.2599/Target=lcl|NW_017264929_1_prot_XP_018273587_1_1098;exonerate}
91999	92068	INTRON			{GlimmerHMM_glimmerT_2779-T1;GlimmerHMM},{Augustus_model.g2298.t1;Augustus},{GeneMark_model.2966_t;GeneMark},{ev_type:exonerate/ID=match.2566964.2567/Target=lcl|KQ954464_1_prot_KWU47551_1_277;exonerate},{ev_type:exonerate/ID=match.2566964.2599/Target=lcl|NW_017264929_1_prot_XP_018273587_1_1098;exonerate}
92069	92229	terminal+	2	3	{GlimmerHMM_glimmerT_2779-T1;GlimmerHMM},{Augustus_model.g2298.t1;Augustus},{GeneMark_model.2966_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 17.48 92308-93582 orient(-) score(4821.00) noncoding_equivalent(275.81) raw_noncoding(348.00) offset(72.19) 
93356	92308	terminal-	5	6	{Augustus_model.g2299.t1;Augustus},{snap_scaffold_6-snap.341-T1;snap},{GeneMark_model.2967_t;GeneMark}
93425	93357	INTRON			{Augustus_model.g2299.t1;Augustus},{GeneMark_model.2967_t;GeneMark}
93582	93426	initial-	4	4	{Augustus_model.g2299.t1;Augustus},{GeneMark_model.2967_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 3.65 93761-95011 orient(-) score(4128.00) noncoding_equivalent(1131.24) raw_noncoding(1272.00) offset(140.76) 
94130	93761	terminal-	6	6	{snap_scaffold_6-snap.342-T1;snap},{GlimmerHMM_glimmerT_2781-T1;GlimmerHMM},{GeneMark_model.2968_t;GeneMark},{Augustus_model.g2300.t1;Augustus}
94200	94131	INTRON			{GlimmerHMM_glimmerT_2781-T1;GlimmerHMM},{GeneMark_model.2968_t;GeneMark},{Augustus_model.g2300.t1;Augustus}
94512	94201	internal-	6	5	{GlimmerHMM_glimmerT_2781-T1;GlimmerHMM},{GeneMark_model.2968_t;GeneMark},{Augustus_model.g2300.t1;Augustus}
94574	94513	INTRON			{GlimmerHMM_glimmerT_2781-T1;GlimmerHMM},{GeneMark_model.2968_t;GeneMark},{Augustus_model.g2300.t1;Augustus}
95011	94575	initial-	4	5	{GlimmerHMM_glimmerT_2781-T1;GlimmerHMM},{GeneMark_model.2968_t;GeneMark},{Augustus_model.g2300.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 1.84 95272-96179 orient(-) score(2512.00) noncoding_equivalent(1368.13) raw_noncoding(1838.00) offset(469.87) 
95430	95272	terminal-	4	6	{Augustus_model.g2301.t1;Augustus},{GlimmerHMM_glimmerT_2782-T1;GlimmerHMM},{GeneMark_model.2969_t;GeneMark}
95527	95431	INTRON			{Augustus_model.g2301.t1;Augustus},{GlimmerHMM_glimmerT_2782-T1;GlimmerHMM},{GeneMark_model.2969_t;GeneMark}
95621	95528	internal-	6	6	{Augustus_model.g2301.t1;Augustus},{GlimmerHMM_glimmerT_2782-T1;GlimmerHMM}
95725	95622	INTRON			{GlimmerHMM_glimmerT_2782-T1;GlimmerHMM}
95944	95726	internal-	6	5	{GlimmerHMM_glimmerT_2782-T1;GlimmerHMM}
96003	95945	INTRON			{Augustus_model.g2301.t1;Augustus},{GlimmerHMM_glimmerT_2782-T1;GlimmerHMM},{GeneMark_model.2969_t;GeneMark}
96032	96004	internal-	4	5	{Augustus_model.g2301.t1;Augustus},{GlimmerHMM_glimmerT_2782-T1;GlimmerHMM},{GeneMark_model.2969_t;GeneMark}
96110	96033	INTRON			{Augustus_model.g2301.t1;Augustus},{GlimmerHMM_glimmerT_2782-T1;GlimmerHMM},{GeneMark_model.2969_t;GeneMark}
96179	96111	initial-	4	6	{Augustus_model.g2301.t1;Augustus},{GlimmerHMM_glimmerT_2782-T1;GlimmerHMM},{GeneMark_model.2969_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 2.70 96520-97833 orient(-) score(4193.00) noncoding_equivalent(1555.00) raw_noncoding(1764.00) offset(209.00) 
96734	96520	terminal-	5	6	{Augustus_model.g2302.t1;Augustus},{GlimmerHMM_glimmerT_2783-T1;GlimmerHMM},{GeneMark_model.2970_t;GeneMark}
96798	96735	INTRON			{Augustus_model.g2302.t1;Augustus},{GlimmerHMM_glimmerT_2783-T1;GlimmerHMM},{GeneMark_model.2970_t;GeneMark}
97382	96799	internal-	6	4	{Augustus_model.g2302.t1;Augustus},{GlimmerHMM_glimmerT_2783-T1;GlimmerHMM},{GeneMark_model.2970_t;GeneMark}
97450	97383	INTRON			{Augustus_model.g2302.t1;Augustus},{GlimmerHMM_glimmerT_2783-T1;GlimmerHMM},{GeneMark_model.2970_t;GeneMark}
97572	97451	internal-	4	5	{Augustus_model.g2302.t1;Augustus},{GlimmerHMM_glimmerT_2783-T1;GlimmerHMM},{GeneMark_model.2970_t;GeneMark}
97633	97573	INTRON			{Augustus_model.g2302.t1;Augustus},{GlimmerHMM_glimmerT_2783-T1;GlimmerHMM},{GeneMark_model.2970_t;GeneMark}
97669	97634	internal-	4	6	{Augustus_model.g2302.t1;Augustus},{GlimmerHMM_glimmerT_2783-T1;GlimmerHMM},{GeneMark_model.2970_t;GeneMark}
97731	97670	INTRON			{Augustus_model.g2302.t1;Augustus},{GlimmerHMM_glimmerT_2783-T1;GlimmerHMM},{GeneMark_model.2970_t;GeneMark}
97833	97732	initial-	4	6	{Augustus_model.g2302.t1;Augustus},{GlimmerHMM_glimmerT_2783-T1;GlimmerHMM},{GeneMark_model.2970_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 13.77 98057-99627 orient(-) score(5975.00) noncoding_equivalent(434.06) raw_noncoding(503.33) offset(69.27) 
99318	98057	terminal-	5	6	{Augustus_model.g2303.t1;Augustus},{GeneMark_model.2971_t;GeneMark},{snap_scaffold_6-snap.344-T1;snap},{GlimmerHMM_glimmerT_2784-T1;GlimmerHMM}
99383	99319	INTRON			{Augustus_model.g2303.t1;Augustus},{GeneMark_model.2971_t;GeneMark},{GlimmerHMM_glimmerT_2784-T1;GlimmerHMM}
99627	99384	initial-	4	4	{Augustus_model.g2303.t1;Augustus},{GeneMark_model.2971_t;GeneMark},{GlimmerHMM_glimmerT_2784-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 6.20 99839-103074 orient(-) score(11841.00) noncoding_equivalent(1908.42) raw_noncoding(2276.00) offset(367.58) 
100299	99839	terminal-	5	6	{GlimmerHMM_glimmerT_2785-T1;GlimmerHMM},{GeneMark_model.2972_t;GeneMark},{Augustus_model.g2304.t1;Augustus},{snap_scaffold_6-snap.345-T1;snap}
100370	100300	INTRON			{GlimmerHMM_glimmerT_2785-T1;GlimmerHMM},{GeneMark_model.2972_t;GeneMark},{Augustus_model.g2304.t1;Augustus}
100509	100371	internal-	4	4	{GlimmerHMM_glimmerT_2785-T1;GlimmerHMM},{GeneMark_model.2972_t;GeneMark},{Augustus_model.g2304.t1;Augustus}
100574	100510	INTRON			{GlimmerHMM_glimmerT_2785-T1;GlimmerHMM},{GeneMark_model.2972_t;GeneMark},{Augustus_model.g2304.t1;Augustus}
100664	100575	internal-	4	6	{GlimmerHMM_glimmerT_2785-T1;GlimmerHMM},{GeneMark_model.2972_t;GeneMark},{Augustus_model.g2304.t1;Augustus}
100735	100665	INTRON			{GlimmerHMM_glimmerT_2785-T1;GlimmerHMM},{GeneMark_model.2972_t;GeneMark},{Augustus_model.g2304.t1;Augustus}
100912	100736	internal-	4	6	{GlimmerHMM_glimmerT_2785-T1;GlimmerHMM},{GeneMark_model.2972_t;GeneMark},{Augustus_model.g2304.t1;Augustus}
100985	100913	INTRON			{GlimmerHMM_glimmerT_2785-T1;GlimmerHMM},{GeneMark_model.2972_t;GeneMark},{Augustus_model.g2304.t1;Augustus}
101243	100986	internal-	4	6	{GlimmerHMM_glimmerT_2785-T1;GlimmerHMM},{GeneMark_model.2972_t;GeneMark},{Augustus_model.g2304.t1;Augustus}
101312	101244	INTRON			{GlimmerHMM_glimmerT_2785-T1;GlimmerHMM},{GeneMark_model.2972_t;GeneMark},{Augustus_model.g2304.t1;Augustus}
101498	101313	internal-	4	6	{GlimmerHMM_glimmerT_2785-T1;GlimmerHMM},{GeneMark_model.2972_t;GeneMark},{Augustus_model.g2304.t1;Augustus}
101565	101499	INTRON			{GlimmerHMM_glimmerT_2785-T1;GlimmerHMM},{GeneMark_model.2972_t;GeneMark},{Augustus_model.g2304.t1;Augustus}
103074	101566	initial-	4	6	{GlimmerHMM_glimmerT_2785-T1;GlimmerHMM},{GeneMark_model.2972_t;GeneMark},{Augustus_model.g2304.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 4.18 105532-107292 orient(+) score(5684.00) noncoding_equivalent(1360.06) raw_noncoding(1360.06) offset(0.00) 
105532	107292	single+	1	3	{GlimmerHMM_glimmerT_2786-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 1.00 108011-108651 orient(+) score(1282.00) noncoding_equivalent(1282.00) raw_noncoding(1970.00) offset(688.00) 
108011	108082	initial+	1	3	{GeneMark_model.2974_t;GeneMark}
108083	108161	INTRON			{GeneMark_model.2974_t;GeneMark},{Augustus_model.g2305.t1;Augustus}
108162	108251	internal+	1	3	{GeneMark_model.2974_t;GeneMark},{Augustus_model.g2305.t1;Augustus}
108252	108324	INTRON			{GeneMark_model.2974_t;GeneMark},{Augustus_model.g2305.t1;Augustus}
108325	108343	internal+	1	1	{GeneMark_model.2974_t;GeneMark},{Augustus_model.g2305.t1;Augustus}
108344	108445	INTRON			{GeneMark_model.2974_t;GeneMark},{Augustus_model.g2305.t1;Augustus}
108446	108476	internal+	2	2	{GeneMark_model.2974_t;GeneMark},{Augustus_model.g2305.t1;Augustus}
108477	108566	INTRON			{GeneMark_model.2974_t;GeneMark},{Augustus_model.g2305.t1;Augustus}
108567	108651	terminal+	3	3	{GeneMark_model.2974_t;GeneMark},{Augustus_model.g2305.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 3.83 108890-117000 orient(+) score(26418.00) noncoding_equivalent(6890.12) raw_noncoding(8246.00) offset(1355.88) 
108890	109801	initial+	1	3	{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
109802	109860	INTRON			{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
109861	109954	internal+	1	1	{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
109955	110009	INTRON			{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
110010	110043	internal+	2	2	{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
110044	110104	INTRON			{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
110105	113982	internal+	3	1	{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM}
113983	114044	INTRON			{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
114045	114466	internal+	2	3	{GeneMark_model.2975_t;GeneMark}
114467	114628	INTRON			{GeneMark_model.2975_t;GeneMark}
114629	115125	internal+	1	2	{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
115126	115194	INTRON			{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
115195	115454	internal+	3	1	{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
115455	115514	INTRON			{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
115515	115685	internal+	2	1	{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
115686	115747	INTRON			{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
115748	115851	internal+	2	3	{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
115852	115908	INTRON			{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
115909	115995	internal+	1	3	{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
115996	116052	INTRON			{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
116053	116173	internal+	1	1	{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
116174	116226	INTRON			{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
116227	116319	internal+	2	1	{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
116320	116386	INTRON			{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
116387	116455	internal+	2	1	{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
116456	116519	INTRON			{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
116520	116585	internal+	2	1	{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
116586	116651	INTRON			{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
116652	116743	internal+	2	3	{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
116744	116799	INTRON			{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}
116800	117000	terminal+	1	3	{GlimmerHMM_glimmerT_2787-T1;GlimmerHMM},{GeneMark_model.2975_t;GeneMark},{Augustus_model.g2306.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 2.74 117056-119486 orient(-) score(7293.00) noncoding_equivalent(2659.00) raw_noncoding(2785.00) offset(126.00) 
118035	117056	terminal-	5	6	{Augustus_model.g2307.t1;Augustus},{GeneMark_model.2976_t;GeneMark},{GlimmerHMM_glimmerT_2788-T1;GlimmerHMM}
118097	118036	INTRON			{Augustus_model.g2307.t1;Augustus},{GeneMark_model.2976_t;GeneMark},{GlimmerHMM_glimmerT_2788-T1;GlimmerHMM}
119058	118098	internal-	4	4	{Augustus_model.g2307.t1;Augustus},{GeneMark_model.2976_t;GeneMark},{GlimmerHMM_glimmerT_2788-T1;GlimmerHMM}
