# EVM prediction: Mode:STANDARD S-ratio: 2.26 323-619 orient(-) score(821.00) noncoding_equivalent(364.08) raw_noncoding(364.08) offset(0.00)
619	323	single-	4	6	{Augustus_model.g3389.t1;Augustus}
834254	834374	internal+	3	3	{GlimmerHMM_glimmerT_4374-T1;GlimmerHMM},{GeneMark_model.4663_t;GeneMark},{Augustus_model.g3684.t1;Augustus}
834375	834496	INTRON			{GlimmerHMM_glimmerT_4374-T1;GlimmerHMM},{GeneMark_model.4663_t;GeneMark},{Augustus_model.g3684.t1;Augustus}
834497	834597	internal+	1	2	{GlimmerHMM_glimmerT_4374-T1;GlimmerHMM},{GeneMark_model.4663_t;GeneMark},{Augustus_model.g3684.t1;Augustus}
834598	834659	INTRON			{GlimmerHMM_glimmerT_4374-T1;GlimmerHMM},{GeneMark_model.4663_t;GeneMark},{Augustus_model.g3684.t1;Augustus}
834660	834861	internal+	3	3	{GlimmerHMM_glimmerT_4374-T1;GlimmerHMM},{GeneMark_model.4663_t;GeneMark},{Augustus_model.g3684.t1;Augustus}
834862	834928	INTRON			{GlimmerHMM_glimmerT_4374-T1;GlimmerHMM},{GeneMark_model.4663_t;GeneMark},{Augustus_model.g3684.t1;Augustus}
834929	835079	internal+	1	1	{GlimmerHMM_glimmerT_4374-T1;GlimmerHMM},{GeneMark_model.4663_t;GeneMark},{Augustus_model.g3684.t1;Augustus}
835080	835148	INTRON			{GlimmerHMM_glimmerT_4374-T1;GlimmerHMM},{GeneMark_model.4663_t;GeneMark},{Augustus_model.g3684.t1;Augustus}
835149	835304	internal+	2	1	{GlimmerHMM_glimmerT_4374-T1;GlimmerHMM},{GeneMark_model.4663_t;GeneMark},{Augustus_model.g3684.t1;Augustus}
835305	835369	INTRON			{GlimmerHMM_glimmerT_4374-T1;GlimmerHMM},{GeneMark_model.4663_t;GeneMark},{Augustus_model.g3684.t1;Augustus}
835370	835389	terminal+	2	3	{GlimmerHMM_glimmerT_4374-T1;GlimmerHMM},{GeneMark_model.4663_t;GeneMark},{Augustus_model.g3684.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 11.32 836090-840525 orient(+) score(16554.00) noncoding_equivalent(1462.69) raw_noncoding(1620.26) offset(157.57)
836090	837688	initial+	1	3	{GeneMark_model.4664_t;GeneMark},{GlimmerHMM_glimmerT_4375-T1;GlimmerHMM}
837689	837765	INTRON			{GeneMark_model.4664_t;GeneMark},{GlimmerHMM_glimmerT_4375-T1;GlimmerHMM},{Augustus_model.g3685.t1;Augustus}
837766	838157	internal+	1	2	{GeneMark_model.4664_t;GeneMark},{GlimmerHMM_glimmerT_4375-T1;GlimmerHMM},{Augustus_model.g3685.t1;Augustus}
838158	838221	INTRON			{GeneMark_model.4664_t;GeneMark},{Augustus_model.g3685.t1;Augustus}
838222	840220	internal+	3	3	{GeneMark_model.4664_t;GeneMark}
840221	840285	INTRON			{GeneMark_model.4664_t;GeneMark},{GlimmerHMM_glimmerT_4375-T1;GlimmerHMM},{Augustus_model.g3685.t1;Augustus}
840286	840525	terminal+	1	3	{GeneMark_model.4664_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 5.44 840585-845494 orient(+) score(16048.00) noncoding_equivalent(2948.43) raw_noncoding(5126.80) offset(2178.37)
840585	840591	initial+	1	1	{snap_scaffold_10-snap.337-T1;snap}
840592	841162	INTRON			{snap_scaffold_10-snap.337-T1;snap}
841163	843853	internal+	2	1	{GlimmerHMM_glimmerT_4375-T1;GlimmerHMM}
843854	843921	INTRON			{GeneMark_model.4665_t;GeneMark},{GlimmerHMM_glimmerT_4375-T1;GlimmerHMM},{Augustus_model.g3685.t1;Augustus}
843922	844090	internal+	2	2	{GeneMark_model.4665_t;GeneMark},{GlimmerHMM_glimmerT_4375-T1;GlimmerHMM},{Augustus_model.g3685.t1;Augustus}
844091	844151	INTRON			{GeneMark_model.4665_t;GeneMark},{GlimmerHMM_glimmerT_4375-T1;GlimmerHMM},{Augustus_model.g3685.t1;Augustus}
844152	844302	internal+	3	3	{GeneMark_model.4665_t;GeneMark},{GlimmerHMM_glimmerT_4375-T1;GlimmerHMM},{Augustus_model.g3685.t1;Augustus}
844303	844364	INTRON			{GeneMark_model.4665_t;GeneMark},{GlimmerHMM_glimmerT_4375-T1;GlimmerHMM},{Augustus_model.g3685.t1;Augustus}
844365	844616	internal+	1	3	{GeneMark_model.4665_t;GeneMark},{GlimmerHMM_glimmerT_4375-T1;GlimmerHMM},{Augustus_model.g3685.t1;Augustus}
844617	844672	INTRON			{GeneMark_model.4665_t;GeneMark},{Augustus_model.g3685.t1;Augustus}
844673	844762	internal+	1	3	{GeneMark_model.4665_t;GeneMark},{Augustus_model.g3685.t1;Augustus}
844763	844822	INTRON			{GeneMark_model.4665_t;GeneMark},{Augustus_model.g3685.t1;Augustus}
844823	845039	internal+	1	1	{GeneMark_model.4665_t;GeneMark},{GlimmerHMM_glimmerT_4375-T1;GlimmerHMM},{Augustus_model.g3685.t1;Augustus}
845040	845107	INTRON			{GeneMark_model.4665_t;GeneMark},{GlimmerHMM_glimmerT_4375-T1;GlimmerHMM},{Augustus_model.g3685.t1;Augustus}
845108	845382	internal+	2	3	{GeneMark_model.4665_t;GeneMark},{Augustus_model.g3685.t1;Augustus}
845383	845452	INTRON			{GeneMark_model.4665_t;GeneMark},{Augustus_model.g3685.t1;Augustus}
845453	845494	terminal+	1	3	{GeneMark_model.4665_t;GeneMark},{Augustus_model.g3685.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 2.79 845926-846931 orient(+) score(3188.00) noncoding_equivalent(1142.00) raw_noncoding(1351.00) offset(209.00)
845926	846089	initial+	1	2	{Augustus_model.g3686.t1;Augustus}
846090	846183	INTRON			{Augustus_model.g3686.t1;Augustus},{GeneMark_model.4666_t;GeneMark},{GlimmerHMM_glimmerT_4375-T1;GlimmerHMM}
846184	846483	internal+	3	2	{Augustus_model.g3686.t1;Augustus},{GeneMark_model.4666_t;GeneMark},{GlimmerHMM_glimmerT_4375-T1;GlimmerHMM}
846484	846548	INTRON			{Augustus_model.g3686.t1;Augustus},{GeneMark_model.4666_t;GeneMark},{GlimmerHMM_glimmerT_4375-T1;GlimmerHMM}
846549	846612	internal+	3	3	{Augustus_model.g3686.t1;Augustus},{GeneMark_model.4666_t;GeneMark},{GlimmerHMM_glimmerT_4375-T1;GlimmerHMM}
846613	846691	INTRON			{Augustus_model.g3686.t1;Augustus},{GeneMark_model.4666_t;GeneMark}
846692	846931	terminal+	1	3	{Augustus_model.g3686.t1;Augustus},{GeneMark_model.4666_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 8.93 847061-848587 orient(-) score(5597.00) noncoding_equivalent(627.00) raw_noncoding(687.00) offset(60.00)
847304	847061	terminal-	6	6	{GeneMark_model.4667_t;GeneMark},{Augustus_model.g3687.t1;Augustus},{GlimmerHMM_glimmerT_4376-T1;GlimmerHMM}
847364	847305	INTRON			{GeneMark_model.4667_t;GeneMark},{Augustus_model.g3687.t1;Augustus},{GlimmerHMM_glimmerT_4376-T1;GlimmerHMM}
848587	847365	initial-	4	5	{GeneMark_model.4667_t;GeneMark},{GlimmerHMM_glimmerT_4376-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 5.29 850529-853492 orient(+) score(10660.00) noncoding_equivalent(2014.00) raw_noncoding(2373.00) offset(359.00)
850529	850644	initial+	1	2	{Augustus_model.g3688.t1;Augustus},{GlimmerHMM_glimmerT_4377-T1;GlimmerHMM},{GeneMark_model.4668_t;GeneMark}
850645	850993	INTRON			{Augustus_model.g3688.t1;Augustus},{GlimmerHMM_glimmerT_4377-T1;GlimmerHMM},{GeneMark_model.4668_t;GeneMark}
850994	851942	internal+	3	3	{Augustus_model.g3688.t1;Augustus},{GlimmerHMM_glimmerT_4377-T1;GlimmerHMM},{GeneMark_model.4668_t;GeneMark}
851943	852007	INTRON			{Augustus_model.g3688.t1;Augustus},{GlimmerHMM_glimmerT_4377-T1;GlimmerHMM},{GeneMark_model.4668_t;GeneMark}
852008	853492	terminal+	1	3	{Augustus_model.g3688.t1;Augustus},{GlimmerHMM_glimmerT_4377-T1;GlimmerHMM},{GeneMark_model.4668_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 9.37 853903-859593 orient(+) score(20886.00) noncoding_equivalent(2229.42) raw_noncoding(2442.00) offset(212.58)
853903	854358	initial+	1	3	{GeneMark_model.4669_t;GeneMark},{Augustus_model.g3689.t1;Augustus}
854359	854421	INTRON			{GeneMark_model.4669_t;GeneMark},{Augustus_model.g3689.t1;Augustus}
854422	855106	internal+	1	1	{GeneMark_model.4669_t;GeneMark},{Augustus_model.g3689.t1;Augustus}
855107	855165	INTRON			{GeneMark_model.4669_t;GeneMark},{GlimmerHMM_glimmerT_4378-T1;GlimmerHMM},{Augustus_model.g3689.t1;Augustus}
855166	856277	internal+	2	3	{GeneMark_model.4669_t;GeneMark},{GlimmerHMM_glimmerT_4378-T1;GlimmerHMM}
856278	856342	INTRON			{GeneMark_model.4669_t;GeneMark},{GlimmerHMM_glimmerT_4378-T1;GlimmerHMM},{Augustus_model.g3689.t1;Augustus}
856343	856543	internal+	1	3	{GeneMark_model.4669_t;GeneMark},{GlimmerHMM_glimmerT_4378-T1;GlimmerHMM},{Augustus_model.g3689.t1;Augustus}
856544	856602	INTRON			{GeneMark_model.4669_t;GeneMark},{GlimmerHMM_glimmerT_4378-T1;GlimmerHMM},{Augustus_model.g3689.t1;Augustus}
856603	859593	terminal+	1	3	{GeneMark_model.4669_t;GeneMark},{GlimmerHMM_glimmerT_4378-T1;GlimmerHMM},{Augustus_model.g3689.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 2.41 860189-862414 orient(+) score(7053.00) noncoding_equivalent(2931.75) raw_noncoding(3645.00) offset(713.25)
860189	860408	initial+	1	1	{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark}
860409	860545	INTRON			{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark}
860546	860818	internal+	2	1	{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark},{GlimmerHMM_glimmerT_4379-T1;GlimmerHMM}
860819	860880	INTRON			{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark},{GlimmerHMM_glimmerT_4379-T1;GlimmerHMM}
860881	860984	internal+	2	3	{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark},{GlimmerHMM_glimmerT_4379-T1;GlimmerHMM}
860985	861084	INTRON			{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark},{GlimmerHMM_glimmerT_4379-T1;GlimmerHMM}
861085	861353	internal+	1	2	{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark},{GlimmerHMM_glimmerT_4379-T1;GlimmerHMM}
861354	861422	INTRON			{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark},{GlimmerHMM_glimmerT_4379-T1;GlimmerHMM}
861423	861447	internal+	3	3	{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark},{GlimmerHMM_glimmerT_4379-T1;GlimmerHMM}
861448	861510	INTRON			{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark},{GlimmerHMM_glimmerT_4379-T1;GlimmerHMM}
861511	861673	internal+	1	1	{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark},{GlimmerHMM_glimmerT_4379-T1;GlimmerHMM}
861674	861741	INTRON			{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark},{GlimmerHMM_glimmerT_4379-T1;GlimmerHMM}
861742	861794	internal+	2	3	{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark},{GlimmerHMM_glimmerT_4379-T1;GlimmerHMM}
861795	861859	INTRON			{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark},{GlimmerHMM_glimmerT_4379-T1;GlimmerHMM}
861860	861869	internal+	1	1	{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark},{GlimmerHMM_glimmerT_4379-T1;GlimmerHMM}
861870	861934	INTRON			{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark},{GlimmerHMM_glimmerT_4379-T1;GlimmerHMM}
861935	862220	internal+	2	2	{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark},{GlimmerHMM_glimmerT_4379-T1;GlimmerHMM}
862221	862287	INTRON			{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark},{GlimmerHMM_glimmerT_4379-T1;GlimmerHMM}
862288	862414	terminal+	3	3	{Augustus_model.g3690.t1;Augustus},{GeneMark_model.4670_t;GeneMark},{GlimmerHMM_glimmerT_4379-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 5.16 862586-864222 orient(-) score(7233.00) noncoding_equivalent(1401.33) raw_noncoding(1808.00) offset(406.67)
863036	862586	terminal-	6	6	{GlimmerHMM_glimmerT_4380-T1;GlimmerHMM},{Augustus_model.g3691.t1;Augustus},{GeneMark_model.4671_t;GeneMark}
863131	863037	INTRON			{GlimmerHMM_glimmerT_4380-T1;GlimmerHMM},{Augustus_model.g3691.t1;Augustus},{GeneMark_model.4671_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3774/Target=lcl|KQ954493_1_prot_KWU43241_1_4432;exonerate}
863349	863132	internal-	4	5	{GlimmerHMM_glimmerT_4380-T1;GlimmerHMM},{Augustus_model.g3691.t1;Augustus},{GeneMark_model.4671_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3774/Target=lcl|KQ954493_1_prot_KWU43241_1_4432;exonerate}
863565	863350	INTRON			{GlimmerHMM_glimmerT_4380-T1;GlimmerHMM},{Augustus_model.g3691.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3774/Target=lcl|KQ954493_1_prot_KWU43241_1_4432;exonerate}
863982	863566	internal-	4	6	{GlimmerHMM_glimmerT_4380-T1;GlimmerHMM},{Augustus_model.g3691.t1;Augustus},{GeneMark_model.4671_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3774/Target=lcl|KQ954493_1_prot_KWU43241_1_4432;exonerate}
864051	863983	INTRON			{GlimmerHMM_glimmerT_4380-T1;GlimmerHMM},{Augustus_model.g3691.t1;Augustus},{GeneMark_model.4671_t;GeneMark},{snap_scaffold_10-snap.347-T1;snap},{ev_type:exonerate/ID=match.2566964.3774/Target=lcl|KQ954493_1_prot_KWU43241_1_4432;exonerate}
864222	864052	initial-	4	6	{GlimmerHMM_glimmerT_4380-T1;GlimmerHMM},{Augustus_model.g3691.t1;Augustus},{GeneMark_model.4671_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 1.99 864906-865954 orient(+) score(2872.00) noncoding_equivalent(1444.61) raw_noncoding(1510.61) offset(66.00)
864906	865270	initial+	1	2	{GeneMark_model.4672_t;GeneMark},{GlimmerHMM_glimmerT_4381-T1;GlimmerHMM},{Augustus_model.g3692.t1;Augustus}
865271	865332	INTRON			{GeneMark_model.4672_t;GeneMark},{GlimmerHMM_glimmerT_4381-T1;GlimmerHMM},{Augustus_model.g3692.t1;Augustus}
865333	865954	terminal+	3	3	{GeneMark_model.4672_t;GeneMark},{GlimmerHMM_glimmerT_4381-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 6.88 866586-868040 orient(+) score(6549.00) noncoding_equivalent(952.01) raw_noncoding(1060.01) offset(108.00)
866586	867336	initial+	1	1	{GeneMark_model.4673_t;GeneMark},{GlimmerHMM_glimmerT_4382-T1;GlimmerHMM}
867337	867398	INTRON			{GeneMark_model.4673_t;GeneMark},{GlimmerHMM_glimmerT_4382-T1;GlimmerHMM},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3731/Target=lcl|PJQD01000013_1_prot_POY75666_1_750;exonerate}
867399	867542	internal+	2	1	{GeneMark_model.4673_t;GeneMark},{GlimmerHMM_glimmerT_4382-T1;GlimmerHMM},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3731/Target=lcl|PJQD01000013_1_prot_POY75666_1_750;exonerate}
867543	867606	INTRON			{GeneMark_model.4673_t;GeneMark},{GlimmerHMM_glimmerT_4382-T1;GlimmerHMM},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3731/Target=lcl|PJQD01000013_1_prot_POY75666_1_750;exonerate}
867607	868040	terminal+	2	3	{GeneMark_model.4673_t;GeneMark},{GlimmerHMM_glimmerT_4382-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 3.99 869057-872712 orient(+) score(19299.00) noncoding_equivalent(4834.54) raw_noncoding(5657.00) offset(822.46)
869057	869255	initial+	1	1	{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark}
869256	869325	INTRON			{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
869326	869377	internal+	2	2	{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
869378	869448	INTRON			{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
869449	869582	internal+	3	1	{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
869583	869673	INTRON			{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
869674	869810	internal+	2	3	{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
869811	869881	INTRON			{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
869882	870033	internal+	1	2	{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
870034	870108	INTRON			{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
870109	870354	internal+	3	2	{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
870355	870416	INTRON			{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
870417	870560	internal+	3	2	{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
870561	870654	INTRON			{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
870655	870936	internal+	3	2	{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
870937	871004	INTRON			{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
871005	871285	internal+	3	1	{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
871286	871358	INTRON			{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
871359	871466	internal+	2	1	{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
871467	871534	INTRON			{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
871535	871675	internal+	2	1	{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
871676	871737	INTRON			{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
871738	871836	internal+	2	1	{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
871837	871896	INTRON			{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
871897	872146	internal+	2	2	{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
872147	872208	INTRON			{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
872209	872378	internal+	3	1	{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
872379	872447	INTRON			{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{snap_scaffold_10-snap.352-T1;snap},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
