# EVM prediction: Mode:STANDARD S-ratio: 14.19 707-2404 orient(-) score(6345.00) noncoding_equivalent(447.00) raw_noncoding(447.00) offset(0.00)
2404	707	single-	4	6	{GlimmerHMM_glimmerT_1122-T1;GlimmerHMM}
944267	944176	internal-	5	6	{GeneMark_model.1585_t;GeneMark},{Augustus_model.g1235.t1;Augustus},{GlimmerHMM_glimmerT_1458-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.859/Target=lcl|BJWK01000008_1_prot_GEM09556_1_3573;exonerate},{ev_type:exonerate/ID=match.2566964.854/Target=lcl|PJQD01000140_1_prot_POY70163_1_969;exonerate},{ev_type:exonerate/ID=match.2566964.860/Target=lcl|NW_017264932_1_prot_XP_018271658_1_2566;exonerate},{ev_type:exonerate/ID=match.2566964.858/Target=lcl|KQ954475_1_prot_KWU44905_1_2656;exonerate},{ev_type:exonerate/ID=match.2566964.856/Target=lcl|LCTV02000007_1_prot_PRQ73691_1_6890;exonerate}
944332	944268	INTRON			{GeneMark_model.1585_t;GeneMark},{Augustus_model.g1235.t1;Augustus},{GlimmerHMM_glimmerT_1458-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.859/Target=lcl|BJWK01000008_1_prot_GEM09556_1_3573;exonerate},{ev_type:exonerate/ID=match.2566964.854/Target=lcl|PJQD01000140_1_prot_POY70163_1_969;exonerate},{ev_type:exonerate/ID=match.2566964.860/Target=lcl|NW_017264932_1_prot_XP_018271658_1_2566;exonerate},{ev_type:exonerate/ID=match.2566964.858/Target=lcl|KQ954475_1_prot_KWU44905_1_2656;exonerate},{ev_type:exonerate/ID=match.2566964.856/Target=lcl|LCTV02000007_1_prot_PRQ73691_1_6890;exonerate}
944942	944333	internal-	4	4	{GeneMark_model.1585_t;GeneMark},{Augustus_model.g1235.t1;Augustus},{GlimmerHMM_glimmerT_1458-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.859/Target=lcl|BJWK01000008_1_prot_GEM09556_1_3573;exonerate},{ev_type:exonerate/ID=match.2566964.854/Target=lcl|PJQD01000140_1_prot_POY70163_1_969;exonerate},{ev_type:exonerate/ID=match.2566964.860/Target=lcl|NW_017264932_1_prot_XP_018271658_1_2566;exonerate},{ev_type:exonerate/ID=match.2566964.858/Target=lcl|KQ954475_1_prot_KWU44905_1_2656;exonerate},{ev_type:exonerate/ID=match.2566964.856/Target=lcl|LCTV02000007_1_prot_PRQ73691_1_6890;exonerate}
945008	944943	INTRON			{GeneMark_model.1585_t;GeneMark},{Augustus_model.g1235.t1;Augustus},{GlimmerHMM_glimmerT_1458-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.859/Target=lcl|BJWK01000008_1_prot_GEM09556_1_3573;exonerate},{ev_type:exonerate/ID=match.2566964.854/Target=lcl|PJQD01000140_1_prot_POY70163_1_969;exonerate},{ev_type:exonerate/ID=match.2566964.860/Target=lcl|NW_017264932_1_prot_XP_018271658_1_2566;exonerate},{ev_type:exonerate/ID=match.2566964.858/Target=lcl|KQ954475_1_prot_KWU44905_1_2656;exonerate},{ev_type:exonerate/ID=match.2566964.856/Target=lcl|LCTV02000007_1_prot_PRQ73691_1_6890;exonerate}
945266	945009	internal-	4	6	{GeneMark_model.1585_t;GeneMark},{Augustus_model.g1235.t1;Augustus},{GlimmerHMM_glimmerT_1458-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.859/Target=lcl|BJWK01000008_1_prot_GEM09556_1_3573;exonerate},{ev_type:exonerate/ID=match.2566964.854/Target=lcl|PJQD01000140_1_prot_POY70163_1_969;exonerate},{ev_type:exonerate/ID=match.2566964.860/Target=lcl|NW_017264932_1_prot_XP_018271658_1_2566;exonerate},{ev_type:exonerate/ID=match.2566964.858/Target=lcl|KQ954475_1_prot_KWU44905_1_2656;exonerate},{ev_type:exonerate/ID=match.2566964.856/Target=lcl|LCTV02000007_1_prot_PRQ73691_1_6890;exonerate}
945329	945267	INTRON			{GeneMark_model.1585_t;GeneMark},{Augustus_model.g1235.t1;Augustus},{GlimmerHMM_glimmerT_1458-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.859/Target=lcl|BJWK01000008_1_prot_GEM09556_1_3573;exonerate},{ev_type:exonerate/ID=match.2566964.854/Target=lcl|PJQD01000140_1_prot_POY70163_1_969;exonerate},{ev_type:exonerate/ID=match.2566964.860/Target=lcl|NW_017264932_1_prot_XP_018271658_1_2566;exonerate},{ev_type:exonerate/ID=match.2566964.858/Target=lcl|KQ954475_1_prot_KWU44905_1_2656;exonerate},{ev_type:exonerate/ID=match.2566964.856/Target=lcl|LCTV02000007_1_prot_PRQ73691_1_6890;exonerate}
945581	945330	internal-	4	6	{GeneMark_model.1585_t;GeneMark},{Augustus_model.g1235.t1;Augustus},{GlimmerHMM_glimmerT_1458-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.859/Target=lcl|BJWK01000008_1_prot_GEM09556_1_3573;exonerate},{ev_type:exonerate/ID=match.2566964.854/Target=lcl|PJQD01000140_1_prot_POY70163_1_969;exonerate},{ev_type:exonerate/ID=match.2566964.860/Target=lcl|NW_017264932_1_prot_XP_018271658_1_2566;exonerate},{ev_type:exonerate/ID=match.2566964.858/Target=lcl|KQ954475_1_prot_KWU44905_1_2656;exonerate},{ev_type:exonerate/ID=match.2566964.856/Target=lcl|LCTV02000007_1_prot_PRQ73691_1_6890;exonerate}
945642	945582	INTRON			{GeneMark_model.1585_t;GeneMark},{Augustus_model.g1235.t1;Augustus},{GlimmerHMM_glimmerT_1458-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.859/Target=lcl|BJWK01000008_1_prot_GEM09556_1_3573;exonerate},{ev_type:exonerate/ID=match.2566964.854/Target=lcl|PJQD01000140_1_prot_POY70163_1_969;exonerate},{ev_type:exonerate/ID=match.2566964.860/Target=lcl|NW_017264932_1_prot_XP_018271658_1_2566;exonerate},{ev_type:exonerate/ID=match.2566964.858/Target=lcl|KQ954475_1_prot_KWU44905_1_2656;exonerate},{ev_type:exonerate/ID=match.2566964.856/Target=lcl|LCTV02000007_1_prot_PRQ73691_1_6890;exonerate}
945785	945643	internal-	5	6	{GeneMark_model.1585_t;GeneMark},{Augustus_model.g1235.t1;Augustus},{GlimmerHMM_glimmerT_1458-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.859/Target=lcl|BJWK01000008_1_prot_GEM09556_1_3573;exonerate},{ev_type:exonerate/ID=match.2566964.854/Target=lcl|PJQD01000140_1_prot_POY70163_1_969;exonerate},{ev_type:exonerate/ID=match.2566964.860/Target=lcl|NW_017264932_1_prot_XP_018271658_1_2566;exonerate},{ev_type:exonerate/ID=match.2566964.856/Target=lcl|LCTV02000007_1_prot_PRQ73691_1_6890;exonerate}
945875	945786	INTRON			{Augustus_model.g1235.t1;Augustus},{GlimmerHMM_glimmerT_1458-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.859/Target=lcl|BJWK01000008_1_prot_GEM09556_1_3573;exonerate},{ev_type:exonerate/ID=match.2566964.854/Target=lcl|PJQD01000140_1_prot_POY70163_1_969;exonerate},{ev_type:exonerate/ID=match.2566964.860/Target=lcl|NW_017264932_1_prot_XP_018271658_1_2566;exonerate},{ev_type:exonerate/ID=match.2566964.856/Target=lcl|LCTV02000007_1_prot_PRQ73691_1_6890;exonerate}
945927	945876	internal-	4	4	{Augustus_model.g1235.t1;Augustus},{GlimmerHMM_glimmerT_1458-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.854/Target=lcl|PJQD01000140_1_prot_POY70163_1_969;exonerate}
945997	945928	INTRON			{GeneMark_model.1585_t;GeneMark},{Augustus_model.g1235.t1;Augustus},{GlimmerHMM_glimmerT_1458-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.854/Target=lcl|PJQD01000140_1_prot_POY70163_1_969;exonerate}
946072	945998	initial-	4	6	{GeneMark_model.1585_t;GeneMark},{Augustus_model.g1235.t1;Augustus},{GlimmerHMM_glimmerT_1458-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 1.79 946198-947281 orient(+) score(4124.00) noncoding_equivalent(2303.54) raw_noncoding(2977.00) offset(673.46)
946198	946200	initial+	1	3	{GlimmerHMM_glimmerT_1459-T1;GlimmerHMM},{Augustus_model.g1236.t1;Augustus},{GeneMark_model.1586_t;GeneMark}
946201	946583	INTRON			{GlimmerHMM_glimmerT_1459-T1;GlimmerHMM},{Augustus_model.g1236.t1;Augustus},{GeneMark_model.1586_t;GeneMark}
946584	946646	internal+	1	3	{GlimmerHMM_glimmerT_1459-T1;GlimmerHMM},{Augustus_model.g1236.t1;Augustus},{GeneMark_model.1586_t;GeneMark}
946647	946712	INTRON			{GlimmerHMM_glimmerT_1459-T1;GlimmerHMM},{Augustus_model.g1236.t1;Augustus},{GeneMark_model.1586_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1669/Target=lcl|PJQD01000140_1_prot_POY70162_1_968;exonerate}
946713	946736	internal+	1	3	{GlimmerHMM_glimmerT_1459-T1;GlimmerHMM},{Augustus_model.g1236.t1;Augustus},{GeneMark_model.1586_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1669/Target=lcl|PJQD01000140_1_prot_POY70162_1_968;exonerate}
946737	946800	INTRON			{GlimmerHMM_glimmerT_1459-T1;GlimmerHMM},{Augustus_model.g1236.t1;Augustus},{GeneMark_model.1586_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1669/Target=lcl|PJQD01000140_1_prot_POY70162_1_968;exonerate}
946801	946977	internal+	1	3	{GlimmerHMM_glimmerT_1459-T1;GlimmerHMM},{Augustus_model.g1236.t1;Augustus},{GeneMark_model.1586_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1669/Target=lcl|PJQD01000140_1_prot_POY70162_1_968;exonerate}
946978	947075	INTRON			{GlimmerHMM_glimmerT_1459-T1;GlimmerHMM},{Augustus_model.g1236.t1;Augustus},{GeneMark_model.1586_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1669/Target=lcl|PJQD01000140_1_prot_POY70162_1_968;exonerate}
947076	947149	internal+	1	2	{GlimmerHMM_glimmerT_1459-T1;GlimmerHMM},{Augustus_model.g1236.t1;Augustus},{GeneMark_model.1586_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1669/Target=lcl|PJQD01000140_1_prot_POY70162_1_968;exonerate}
947150	947247	INTRON			{GlimmerHMM_glimmerT_1459-T1;GlimmerHMM},{Augustus_model.g1236.t1;Augustus},{GeneMark_model.1586_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1669/Target=lcl|PJQD01000140_1_prot_POY70162_1_968;exonerate}
947248	947281	terminal+	3	3	{GlimmerHMM_glimmerT_1459-T1;GlimmerHMM},{Augustus_model.g1236.t1;Augustus},{GeneMark_model.1586_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 2.27 948656-949367 orient(-) score(1976.00) noncoding_equivalent(870.99) raw_noncoding(1036.00) offset(165.01)
949173	948656	terminal-	5	6	{GeneMark_model.1588_t;GeneMark},{Augustus_model.g1237.t1;Augustus}
949255	949174	INTRON			{GeneMark_model.1588_t;GeneMark},{Augustus_model.g1237.t1;Augustus}
949367	949256	initial-	4	4	{GeneMark_model.1588_t;GeneMark},{GlimmerHMM_glimmerT_1460-T1;GlimmerHMM},{Augustus_model.g1237.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 4.02 949866-953783 orient(-) score(24972.00) noncoding_equivalent(6214.53) raw_noncoding(7407.00) offset(1192.47)
950498	949866	terminal-	4	6	{HiQ_model.g1238.t1;HiQ},{snap_scaffold_3-snap.413-T1;snap},{GlimmerHMM_glimmerT_1461-T1;GlimmerHMM},{GeneMark_model.1589_t;GeneMark}
950563	950499	INTRON			{HiQ_model.g1238.t1;HiQ},{GlimmerHMM_glimmerT_1461-T1;GlimmerHMM},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
950906	950564	internal-	6	6	{HiQ_model.g1238.t1;HiQ},{GlimmerHMM_glimmerT_1461-T1;GlimmerHMM},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
950972	950907	INTRON			{HiQ_model.g1238.t1;HiQ},{GlimmerHMM_glimmerT_1461-T1;GlimmerHMM},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
951288	950973	internal-	5	5	{HiQ_model.g1238.t1;HiQ},{GlimmerHMM_glimmerT_1461-T1;GlimmerHMM},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
951349	951289	INTRON			{HiQ_model.g1238.t1;HiQ},{GlimmerHMM_glimmerT_1461-T1;GlimmerHMM},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
951410	951350	internal-	4	4	{HiQ_model.g1238.t1;HiQ},{GlimmerHMM_glimmerT_1461-T1;GlimmerHMM},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
951478	951411	INTRON			{HiQ_model.g1238.t1;HiQ},{GlimmerHMM_glimmerT_1461-T1;GlimmerHMM},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
951928	951479	internal-	4	6	{HiQ_model.g1238.t1;HiQ},{GlimmerHMM_glimmerT_1461-T1;GlimmerHMM},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
951990	951929	INTRON			{HiQ_model.g1238.t1;HiQ},{GlimmerHMM_glimmerT_1461-T1;GlimmerHMM},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
952078	951991	internal-	6	6	{HiQ_model.g1238.t1;HiQ},{GlimmerHMM_glimmerT_1461-T1;GlimmerHMM},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
952140	952079	INTRON			{HiQ_model.g1238.t1;HiQ},{GlimmerHMM_glimmerT_1461-T1;GlimmerHMM},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
952372	952141	internal-	5	5	{HiQ_model.g1238.t1;HiQ},{GlimmerHMM_glimmerT_1461-T1;GlimmerHMM},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
952432	952373	INTRON			{HiQ_model.g1238.t1;HiQ},{GlimmerHMM_glimmerT_1461-T1;GlimmerHMM},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
952707	952433	internal-	6	4	{HiQ_model.g1238.t1;HiQ},{GlimmerHMM_glimmerT_1461-T1;GlimmerHMM},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
952770	952708	INTRON			{HiQ_model.g1238.t1;HiQ},{GlimmerHMM_glimmerT_1461-T1;GlimmerHMM},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
953025	952771	internal-	6	5	{HiQ_model.g1238.t1;HiQ},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
953085	953026	INTRON			{HiQ_model.g1238.t1;HiQ},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
953343	953086	internal-	6	5	{HiQ_model.g1238.t1;HiQ},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
953424	953344	INTRON			{HiQ_model.g1238.t1;HiQ},{GlimmerHMM_glimmerT_1461-T1;GlimmerHMM},{GeneMark_model.1589_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1032/Target=lcl|PJQD01000140_1_prot_POY70161_1_967;exonerate},{ev_type:exonerate/ID=match.2566964.1037/Target=lcl|BJWK01000008_1_prot_GEM09560_1_3577;exonerate}
953783	953425	initial-	4	5	{HiQ_model.g1238.t1;HiQ},{GlimmerHMM_glimmerT_1461-T1;GlimmerHMM},{GeneMark_model.1589_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 2.36 954078-954564 orient(+) score(1945.00) noncoding_equivalent(823.00) raw_noncoding(1003.00) offset(180.00)
954078	954162	initial+	1	1	{Augustus_model.g1239.t1;Augustus},{GeneMark_model.1590_t;GeneMark},{GlimmerHMM_glimmerT_1462-T1;GlimmerHMM}
954163	954267	INTRON			{Augustus_model.g1239.t1;Augustus},{GeneMark_model.1590_t;GeneMark},{GlimmerHMM_glimmerT_1462-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.1668/Target=lcl|PJQD01000140_1_prot_POY70160_1_966;exonerate}
954268	954379	internal+	2	2	{Augustus_model.g1239.t1;Augustus},{GeneMark_model.1590_t;GeneMark},{GlimmerHMM_glimmerT_1462-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.1668/Target=lcl|PJQD01000140_1_prot_POY70160_1_966;exonerate}
954380	954446	INTRON			{Augustus_model.g1239.t1;Augustus},{GeneMark_model.1590_t;GeneMark},{GlimmerHMM_glimmerT_1462-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.1668/Target=lcl|PJQD01000140_1_prot_POY70160_1_966;exonerate}
954447	954564	terminal+	3	3	{Augustus_model.g1239.t1;Augustus},{GeneMark_model.1590_t;GeneMark},{GlimmerHMM_glimmerT_1462-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 5.92 954972-957306 orient(+) score(12223.00) noncoding_equivalent(2066.40) raw_noncoding(2581.00) offset(514.60)
954972	955011	initial+	1	1	{GeneMark_model.1591_t;GeneMark},{GlimmerHMM_glimmerT_1463-T1;GlimmerHMM},{Augustus_model.g1240.t1;Augustus}
955012	955088	INTRON			{GeneMark_model.1591_t;GeneMark},{Augustus_model.g1240.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1473/Target=lcl|KQ954475_1_prot_KWU44900_1_2651;exonerate}
955089	955430	internal+	2	1	{Augustus_model.g1240.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1473/Target=lcl|KQ954475_1_prot_KWU44900_1_2651;exonerate}
955431	955499	INTRON			{Augustus_model.g1240.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1473/Target=lcl|KQ954475_1_prot_KWU44900_1_2651;exonerate},{ev_type:exonerate/ID=match.2566964.1466/Target=lcl|PJQD01000140_1_prot_POY70159_1_965;exonerate}
955500	955758	internal+	2	2	{GeneMark_model.1591_t;GeneMark},{GlimmerHMM_glimmerT_1463-T1;GlimmerHMM},{Augustus_model.g1240.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1473/Target=lcl|KQ954475_1_prot_KWU44900_1_2651;exonerate},{ev_type:exonerate/ID=match.2566964.1466/Target=lcl|PJQD01000140_1_prot_POY70159_1_965;exonerate}
955759	955823	INTRON			{GeneMark_model.1591_t;GeneMark},{GlimmerHMM_glimmerT_1463-T1;GlimmerHMM},{Augustus_model.g1240.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1473/Target=lcl|KQ954475_1_prot_KWU44900_1_2651;exonerate},{ev_type:exonerate/ID=match.2566964.1466/Target=lcl|PJQD01000140_1_prot_POY70159_1_965;exonerate}
955824	956027	internal+	3	2	{GeneMark_model.1591_t;GeneMark},{GlimmerHMM_glimmerT_1463-T1;GlimmerHMM},{Augustus_model.g1240.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1473/Target=lcl|KQ954475_1_prot_KWU44900_1_2651;exonerate},{ev_type:exonerate/ID=match.2566964.1466/Target=lcl|PJQD01000140_1_prot_POY70159_1_965;exonerate}
956028	956093	INTRON			{GeneMark_model.1591_t;GeneMark},{GlimmerHMM_glimmerT_1463-T1;GlimmerHMM},{Augustus_model.g1240.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1473/Target=lcl|KQ954475_1_prot_KWU44900_1_2651;exonerate},{ev_type:exonerate/ID=match.2566964.1466/Target=lcl|PJQD01000140_1_prot_POY70159_1_965;exonerate}
956094	956405	internal+	3	2	{GeneMark_model.1591_t;GeneMark},{GlimmerHMM_glimmerT_1463-T1;GlimmerHMM},{Augustus_model.g1240.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1473/Target=lcl|KQ954475_1_prot_KWU44900_1_2651;exonerate},{ev_type:exonerate/ID=match.2566964.1466/Target=lcl|PJQD01000140_1_prot_POY70159_1_965;exonerate}
956406	956473	INTRON			{GeneMark_model.1591_t;GeneMark},{GlimmerHMM_glimmerT_1463-T1;GlimmerHMM},{Augustus_model.g1240.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1473/Target=lcl|KQ954475_1_prot_KWU44900_1_2651;exonerate},{ev_type:exonerate/ID=match.2566964.1466/Target=lcl|PJQD01000140_1_prot_POY70159_1_965;exonerate}
956474	956622	internal+	3	1	{GeneMark_model.1591_t;GeneMark},{GlimmerHMM_glimmerT_1463-T1;GlimmerHMM},{Augustus_model.g1240.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1473/Target=lcl|KQ954475_1_prot_KWU44900_1_2651;exonerate},{ev_type:exonerate/ID=match.2566964.1466/Target=lcl|PJQD01000140_1_prot_POY70159_1_965;exonerate}
956623	956692	INTRON			{GeneMark_model.1591_t;GeneMark},{GlimmerHMM_glimmerT_1463-T1;GlimmerHMM},{Augustus_model.g1240.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1466/Target=lcl|PJQD01000140_1_prot_POY70159_1_965;exonerate}
956693	957056	internal+	2	2	{GeneMark_model.1591_t;GeneMark},{GlimmerHMM_glimmerT_1463-T1;GlimmerHMM},{Augustus_model.g1240.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1466/Target=lcl|PJQD01000140_1_prot_POY70159_1_965;exonerate}
957057	957116	INTRON			{GeneMark_model.1591_t;GeneMark},{GlimmerHMM_glimmerT_1463-T1;GlimmerHMM},{Augustus_model.g1240.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1473/Target=lcl|KQ954475_1_prot_KWU44900_1_2651;exonerate},{ev_type:exonerate/ID=match.2566964.1466/Target=lcl|PJQD01000140_1_prot_POY70159_1_965;exonerate}
957117	957306	terminal+	3	3	{GeneMark_model.1591_t;GeneMark},{GlimmerHMM_glimmerT_1463-T1;GlimmerHMM},{Augustus_model.g1240.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 2.55 958129-959042 orient(+) score(4564.00) noncoding_equivalent(1792.00) raw_noncoding(2261.00) offset(469.00)
958129	958191	initial+	1	3	{Augustus_model.g1241.t1;Augustus},{GlimmerHMM_glimmerT_1464-T1;GlimmerHMM},{GeneMark_model.1592_t;GeneMark}
958192	958351	INTRON			{Augustus_model.g1241.t1;Augustus},{GlimmerHMM_glimmerT_1464-T1;GlimmerHMM},{GeneMark_model.1592_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1667/Target=lcl|PJQD01000140_1_prot_POY70158_1_964;exonerate},{ev_type:exonerate/ID=match.2566964.1670/Target=lcl|KQ954475_1_prot_KWU44899_1_2650;exonerate}
958352	958436	internal+	1	1	{Augustus_model.g1241.t1;Augustus},{GlimmerHMM_glimmerT_1464-T1;GlimmerHMM},{GeneMark_model.1592_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1667/Target=lcl|PJQD01000140_1_prot_POY70158_1_964;exonerate},{ev_type:exonerate/ID=match.2566964.1670/Target=lcl|KQ954475_1_prot_KWU44899_1_2650;exonerate}
958437	958507	INTRON			{Augustus_model.g1241.t1;Augustus},{GlimmerHMM_glimmerT_1464-T1;GlimmerHMM},{GeneMark_model.1592_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1667/Target=lcl|PJQD01000140_1_prot_POY70158_1_964;exonerate},{ev_type:exonerate/ID=match.2566964.1670/Target=lcl|KQ954475_1_prot_KWU44899_1_2650;exonerate}
958508	958684	internal+	2	1	{Augustus_model.g1241.t1;Augustus},{GlimmerHMM_glimmerT_1464-T1;GlimmerHMM},{GeneMark_model.1592_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1667/Target=lcl|PJQD01000140_1_prot_POY70158_1_964;exonerate},{ev_type:exonerate/ID=match.2566964.1670/Target=lcl|KQ954475_1_prot_KWU44899_1_2650;exonerate}
